354, -224, 1070
354, -224, 1070
364, -200, 984
359, -210, 968
352, -207, 944
336, -187, 914
326, -198, 854
301, -220, 797
288, -225, 750
288, -225, 750
265, -237, 681
230, -266, 642
200, -269, 615
165, -272, 569
130, -284, 528
111, -308, 489
75, -342, 448
75, -342, 448
26, -386, 419
-11, -399, 378
-34, -405, 349
-69, -408, 334
-84, -394, 349
-73, -390, 351
-73, -390, 351
-77, -365, 361
-68, -338, 403
-58, -292, 469
-61, -247, 540
-56, -190, 657
-84, -172, 736
-95, -153, 782
-95, -153, 782
-70, -184, 795
-60, -194, 826
-74, -189, 832
-116, -154, 802
-153, -127, 763
-145, -133, 753
-116, -88, 829
-92, -15, 880
-92, -15, 880
-109, 23, 892
-170, 26, 917
-165, 73, 979
-121, 156, 1024
-94, 223, 1075
-94, 223, 1075
-92, 221, 1138
-97, 247, 1247
-82, 298, 1300
-42, 318, 1331
-33, 321, 1368
-35, 328, 1403
-23, 326, 1441
-23, 326, 1441
-22, 335, 1384
-46, 378, 1322
-72, 442, 1322
-77, 503, 1341
-42, 537, 1407
-26, 551, 1443
-31, 568, 1399
-31, 568, 1399
-40, 594, 1404
-15, 590, 1452
8, 608, 1463
24, 609, 1448
33, 604, 1411
33, 604, 1411
64, 552, 1331
128, 495, 1285
190, 458, 1267
251, 393, 1274
319, 352, 1306
376, 338, 1324
376, 338, 1324
402, 339, 1383
400, 331, 1394
398, 337, 1366
388, 350, 1334
367, 379, 1309
350, 389, 1300
348, 357, 1275
348, 357, 1275
322, 303, 1242
317, 253, 1241
307, 276, 1174
291, 277, 1058
259, 254, 910
216, 204, 752
216, 204, 752
181, 155, 589
159, 106, 430
-,-,-
44, -28, 1185
96, -77, 1161
132, -67, 1241
176, -62, 1292
208, -88, 1291
232, -129, 1237
255, -153, 1165
259, -144, 1138
260, -139, 1150
260, -139, 1150
257, -129, 1175
267, -128, 1161
276, -134, 1126
269, -156, 1056
263, -154, 1019
251, -133, 993
251, -129, 936
237, -149, 852
214, -172, 778
214, -172, 778
197, -176, 716
181, -200, 656
145, -228, 588
105, -277, 523
80, -325, 474
54, -319, 446
54, -319, 446
21, -325, 405
-27, -341, 346
-85, -358, 303
-105, -334, 315
-118, -317, 323
-140, -316, 334
-139, -291, 372
-120, -227, 399
-114, -186, 466
-114, -186, 466
-104, -196, 505
-97, -156, 544
-86, -71, 607
-87, -37, 716
-66, -149, 812
-54, -180, 824
-29, -119, 804
-29, -119, 804
-55, -52, 783
-116, -13, 782
-170, 68, 848
-137, 155, 933
-104, 209, 1007
-152, 241, 1005
-213, 265, 955
-213, 265, 955
-184, 312, 1023
-134, 358, 1181
-139, 391, 1229
-203, 418, 1198
-226, 448, 1199
-162, 459, 1305
-131, 498, 1356
-185, 542, 1355
-201, 578, 1365
-149, 558, 1378
-98, 557, 1423
-98, 557, 1423
-106, 582, 1487
-97, 626, 1511
-48, 634, 1520
21, 593, 1539
25, 603, 1563
4, 615, 1558
4, 615, 1558
19, 612, 1535
38, 627, 1530
6, 624, 1587
38, 615, 1585
38, 615, 1585
135, 604, 1544
219, 553, 1525
262, 537, 1506
310, 528, 1504
388, 515, 1497
454, 533, 1463
454, 533, 1463
466, 544, 1418
447, 532, 1316
399, 458, 1239
392, 517, 1188
418, 520, 1109
398, 484, 942
398, 484, 942
361, 440, 781
-,-,-
88, -39, 1344
142, -37, 1412
163, -32, 1458
163, -32, 1458
197, -55, 1523
231, -37, 1621
293, 0, 1682
341, 11, 1645
370, 28, 1557
370, 28, 1557
398, 16, 1457
407, 10, 1313
403, -13, 1169
399, -34, 1028
387, -66, 864
387, -66, 864
352, -107, 716
305, -148, 604
281, -177, 520
250, -190, 487
209, -214, 452
174, -240, 388
135, -241, 364
135, -241, 364
102, -251, 386
87, -301, 349
71, -334, 326
45, -328, 329
6, -309, 345
6, -309, 345
-32, -303, 379
-70, -299, 365
-113, -301, 353
-163, -301, 369
-193, -317, 401
-215, -322, 406
-229, -304, 389
-249, -242, 396
-249, -242, 396
-271, -154, 449
-251, -85, 507
-202, -47, 588
-192, -39, 618
-241, 0, 579
-307, 82, 562
-307, 82, 562
-225, 112, 631
-124, 174, 801
-97, 244, 891
-128, 292, 874
-124, 328, 950
-100, 322, 1118
-97, 382, 1226
-97, 382, 1226
-98, 462, 1287
-66, 474, 1348
-93, 477, 1434
-150, 540, 1451
-159, 609, 1421
-140, 676, 1494
-102, 684, 1612
-66, 671, 1672
-66, 671, 1672
-66, 702, 1631
-51, 742, 1585
21, 724, 1588
83, 705, 1597
84, 729, 1597
102, 748, 1595
102, 748, 1595
162, 726, 1590
215, 689, 1579
226, 691, 1549
231, 686, 1520
261, 653, 1531
294, 650, 1507
319, 637, 1439
319, 637, 1439
341, 620, 1419
365, 593, 1436
405, 566, 1421
420, 555, 1403
413, 524, 1318
400, 508, 1202
399, 496, 1061
399, 496, 1061
388, 445, 914
370, 405, 755
-,-,-
87, -22, 1396
98, 22, 1383
126, 17, 1446
126, 17, 1446
171, -22, 1495
225, -42, 1504
263, -46, 1466
292, -38, 1451
348, -37, 1441
399, -34, 1378
429, -27, 1287
429, -27, 1287
433, -32, 1158
426, -61, 1036
410, -101, 917
385, -132, 776
345, -158, 675
293, -180, 597
241, -216, 533
241, -216, 533
193, -267, 483
134, -296, 456
76, -300, 465
42, -303, 479
22, -296, 479
22, -296, 479
-5, -287, 454
-30, -282, 436
-59, -286, 446
-87, -274, 457
-107, -247, 446
-112, -217, 414
-110, -175, 414
-112, -152, 443
-112, -152, 443
-129, -145, 468
-168, -128, 484
-190, -80, 491
-168, -12, 546
-152, -10, 649
-172, -30, 684
-182, 10, 723
-140, 54, 797
-140, 54, 797
-102, 50, 805
-150, 57, 799
-155, 81, 947
-124, 82, 1076
-124, 82, 1097
-150, 122, 1097
-177, 108, 1090
-197, 82, 1062
-158, 92, 1142
-167, 169, 1343
-169, 224, 1419
-164, 215, 1394
-149, 263, 1408
-142, 387, 1507
-120, 470, 1585
-107, 486, 1606
-107, 486, 1606
-94, 464, 1596
-105, 521, 1588
-89, 590, 1582
-34, 599, 1574
10, 567, 1566
32, 574, 1558
65, 585, 1541
65, 585, 1541
